epoch,lr-AdamW,step,train/loss
,0.0003,0,
0,,9,0.0
0,,19,0.7018858194351196
0,,29,0.0
0,,39,0.5960814952850342
0,,49,0.5513212084770203
0,,59,0.0
0,,69,0.8070353269577026
